,0
creek,0.2936194227263961
creep,0.34087012615967366
creepi,0.35957923320777874
crew,0.8931881108485104
cri,0.3678648762838122
crime,1.094022772660085
crimin,0.44012448363853557
crisi,0.31911529351865164
crowd,0.31647780382516033
crowdsourc,0.3363265497226081
crude,0.2936194227263961
crutch,0.3760705592226337
cruz,0.6311604140300171
crystal,0.9908923365850822
cuba,0.45941605323150114
cucumb,0.41643747468195225
cum,0.3846009048938093
cup,0.9196531973161848
cure,0.7563408181467349
currenc,0.2870602584269792
curriculum,0.36975166512822794
curs,0.4903205316184982
custodi,0.690902061251851
custom,0.9856632824913167
cut,0.5788066499457472
cute,0.3678702387712473
cuyahoga,0.2788190488383219
cycl,0.6758266680843046
cyclist,0.40111427285797024
czech,0.3300739315374728
da,0.36709395891624264
dad,1.8637265201998812
daesh,0.36889604268818393
daili,0.405591712775241
dakota,0.2936194227263961
dalla,0.3050399417270753
dame,0.3919330458822425
dan,0.3050399417270753
danc,0.4926519926488638
danger,0.3663765276693869
dare,0.32365298565888306
date,0.663919129832621
daughter,0.7485563603308433
day,3.6645578508069225
dc,0.27934907049869434
dead,1.7557509158931037
deadli,0.977499515832977
death,1.2529614601842156
debat,0.41111509145767317
debut,0.40619056623366684
decade,0.3070776286450058
decid,0.9965038076332928
decis,0.29989202028018636
declar,0.9312561965342261
decor,0.32365298565888306
dedic,0.34393787573718715
deep,0.2941786959897014
deer,0.7491244207355675
defec,0.37471056511680323
defens,0.634526043402031
defiant,0.2949144380374746
defin,0.3070776286450058
definit,0.25087277765304866
deform,0.47120029172679967
deft,0.3165541125800432
delet,0.3608607707823029
deliveri,0.7146612531542258
demand,1.757620373323804
democrat,0.3210898941185046
deni,2.123899455060071
dental,0.6263352990983473
denver,0.35402327668451916
depart,0.35102725927245626
deposit,0.27633682961177713
depress,0.33280568501458874
deputi,1.4130487205705198
desanti,0.2846461239903815
descend,0.2997103175273714
desert,0.40243765255104313
deserv,0.2788190488383219
design,0.2765566332319506
desper,1.1750898155859395
despit,0.3642093282037952
despond,0.2795024309750911
destruct,0.27014948110775
detach,0.33632722646302515
detail,0.2922374924596825
detain,0.7041895403186647
detector,0.392033470125592
detent,0.3860995015096988
deterg,0.65007068088794
detriment,0.3978865096195528
detroit,0.3708929890344282
devil,0.34013525604312506
devo,0.3583949226738315
devon,0.2657044210747172
devot,0.3850285601598834
devote,0.35402327668451916
dial,0.3215080008009941
dialogu,0.2694244481271364
dictat,0.3012674794904032
did,1.0562591329854851
didn,0.5471089011756437
die,3.1092933081062255
diego,0.3358881406681791
diffus,0.38855983201568295
dig,1.0309950450240044
digit,0.2847694702636471
dinn,0.34758061869466966
diploma,0.3699507222403093
director,0.6001356400418232
disabl,0.3438410674991191
disappoint,0.33731699257735553
disarray,0.22315086580417104
disast,0.3664014419902401
discourag,0.2847694702636471
discov,1.4893268962329116
disease,0.30973298464680415
disembark,0.3285491130469319
disguis,0.39582718336481926
dismemb,0.29713996604879067
dismember,0.3840364143827103
disney,0.5400532928454704
disown,0.5343176510485912
displac,0.379514909030286
disrupt,0.47120029172679967
distract,0.29498395856191195
distribut,0.4290240716473235
district,0.6152471451266551
disturb,0.298377988201481
dive,0.35142904996901264
diver,0.4277462603983164
divers,0.9973408912301541
divid,0.34180623755657197
divorc,0.2795024309750911
divulg,0.4077528109909592
dj,0.2604810434900952
do,1.4330839258816037
doctor,1.0095032256364855
dod,0.2867013590655444
doe,0.367750098818149
doesn,0.3415711092284305
dog,2.7059650312747605
doll,0.7130956303952735
dolphin,0.22100307103256642
dolphins,0.22100307103256642
dominican,0.3639282276549208
don,0.33385691176581095
donald,0.22315086580417104
donat,0.9167730210300046
done,0.4357193597593335
donut,0.5363339623051693
doofu,0.2881555537571003
doom,0.4525688213509218
door,0.2765566332319506
doubl,0.30286549770187915
doubt,0.3802565997733543
doughnut,0.3079318420246793
down,1.6937088062079233
download,0.38599646290184314
dozen,0.4565010144844085
draft,0.31567902863926817
draw,0.7802980203007763
drawn,0.705294650776704
dream,0.326751453067356
dress,0.9953594606882964
drink,1.4175896138750197
driv,0.4396086975603016
drive,2.6801456857131463
driven,0.40878575566362557
driver,2.0808537114671575
drone,1.0204689349704343
drop,0.6357634909117066
drown,0.5773502691896258
drug,3.118933221003711
drummer,0.5673680224987454
drunk,0.3402699121426296
dryer,0.36962294592316663
dude,1.0692021979604165
due,0.2856417188541681
duffel,0.28764379943772045
dui,0.4251380085273202
dummi,0.29713996604879067
dure,1.349938983701605
dutton,0.3891816648985404
dvd,0.29989202028018636
dy,1.0080136968651656
ea,0.20150632082293374
each,0.6685572149456758
earbud,0.33632722646302515
earlier,0.2731501650528957
earn,0.2795024309750911
earth,0.5327498786914536
easier,0.33733587808323734
easili,0.3323305367257978
east,0.34236006737323005
easter,0.7401666530136888
eat,1.654260742945195
ebay,0.36345387497084464
ebola,0.6637604816845304
eccleston,0.35510133656170395
economi,0.4152687083117359
ecosystem,0.27934907049869434
ecstasi,0.39318121168174675
eden,0.2772699280511723
editor,0.3734626853633327
educ,0.20282353409903914
edward,0.4624231133553691
eeri,0.34087012615967366
effect,1.6322010719201696
eg,0.42577244599819025
egg,1.2696158178594668
eiffel,0.2654474478152333
eight,0.4497455433025525
el,0.3540505006810139
elderli,0.4645244163322634
elect,0.946157176555833
electromagnet,0.2916183019144818
elementari,0.3050635315885808
eleph,0.2654474478152333
elizabeth,0.3783009735581826
elliot,0.34151771986334384
els,0.3161166046745571
elton,0.28897822514315763
elyse,0.3319485850684812
email,0.7363408148772019
embarrass,0.4086574372289908
embed,0.3197276042709733
embrac,0.28708825343646893
emerg,1.0790086065364144
emiss,0.2721490686950539
emmanuel,0.3319485850684812
emment,0.3012674794904032
emot,0.751330361780062
employ,0.368934859935256
employe,1.3741811640068144
encas,0.30852454761825965
encourag,0.3434259826467564
end,1.0771132123483684
enforc,0.3978865096195528
england,0.2997103175273714
enhanc,0.39924449957572683
enjoy,1.342554631614972
enough,1.1107517922700696
enrich,0.42398679879433954
enter,0.5928240166175311
entertain,0.34758061869466966
entir,1.6599700426088893
environ,0.28283258886202006
environment,0.2721490686950539
epitom,0.39704846362068996
epstein,0.2664690566060234
equip,0.3336802722215506
erect,0.3468318977039663
erica,0.19169575168341324
erotica,0.35402327668451916
escap,1.0221255819325283
estat,0.5171619593224914
euclid,0.42577244599819025
europ,0.4356513538276935
evacu,0.4576948079365328
evad,0.45954839505533585
eve,0.2772699280511723
even,1.537786505182117
ever,1.5675741546890414
everest,0.322438371135956
everi,1.7589502759372744
everybodi,0.7930141839335427
everyon,1.1687380109652912
everyth,0.7212998460982842
evid,0.5709342574032943
ex,0.6787878557925721
exact,0.21208654019588413
exactli,0.30772466322245773
except,0.34376517333897016
excess,0.3605251506118055
excus,0.3568127691193332
execut,0.6362042586336611
execution,0.4497455433025525
exercis,0.7451791996897229
exhaust,0.3084970209961121
expect,1.0059081851836582
expedit,0.322438371135956
experi,0.701119012638395
expert,0.7366570887152339
expir,0.5085839772378584
explor,0.30973298464680415
explos,0.3670988190598369
expos,0.7071508533657951
express,0.280828269839309
expuls,0.355862300355429
extent,0.44012448363853557
extrem,0.22209127572870443
ey,0.618361510007825
eye,1.0621106953243848
eyebrow,0.4182733964351047
face,1.3978374357783392
facebook,1.0202618880284167
facsimil,0.34087012615967366
fail,0.8245964081758139
faint,0.298377988201481
fair,0.8285434484729304
fake,1.5661619878859572
fall,1.1132317157347416
fallen,0.3760705592226337
fame,0.2704349002993264
famili,1.9209725232000006
fan,1.7144353534593437
fap,0.2847694702636471
farc,0.2997103175273714
farewel,0.31446101843473073
farmer,0.3678702387712473
farrakhan,0.40680616057075186
fast,0.30379414132928795
fat,0.6950655036004391
father,0.8831188364805047
favorit,0.28897822514315763
fb,0.3987111598983276
fbi,1.2943758786079358
fc,0.2657044210747172
fda,0.703866519361751
fear,0.7667773058591341
featur,0.29101514861354677
februari,0.42170194247151566
fece,0.5431369384407112
fed,0.7688851679856454
fee,0.3536845478187251
feed,0.36366444833053463
feel,1.4602680089951514
feet,0.33639253592443996
fema,0.3717205231293414
femal,0.3559827686477072
ferri,0.7559289460184545
fertil,0.3852801553743647
fetish,0.31647780382516033
few,0.3360984781640486
field,0.2813593818864332
fifa,0.3634069124149753
fifti,0.36854715734924515
fig,0.2903301627483838
fight,1.5267516100793652
fill,0.5956412734933572
film,0.34768747260485144
final,1.092942195338944
financi,1.4570560549883265
find,5.237070000806397
finder,0.3924619912476045
fine,1.2950653151117733
finest,1.0749855758774258
finger,0.3753678968501403
finish,0.7404757440982281
finnair,0.35368727681288964
fire,1.913948737015836
fireplac,0.3319485850684812
first,2.2406998291640603
fisher,0.42595191169621527
fit,0.41415995699454505
five,0.9952789917809163
flag,0.6347074785150715
flail,0.3858616962841898
fleet,0.3285491130469319
flesh,0.6045744077000332
flew,0.33742832525163075
fli,1.8984342653443558
flight,1.409576864185869
flightpath,0.4372150079051884
flint,0.4148674483412734
float,0.21208654019588413
flood,0.34181219023934406
floodwat,0.3849536563442342
florida,2.074891105021016
fluid,0.368934859935256
focu,0.3360984781640486
follow,0.4033553453292873
fondli,0.3613960325401343
food,1.4054664508039545
fool,0.39582718336481926
foot,0.8924195031977429
footbal,0.2301377928490736
for,6.918834656605963
forc,2.509964290211434
forcibl,0.6884492286392307
ford,1.1353861354211356
forest,0.31557379564824556
forev,0.4152687083117359
forfeit,0.3863838425144647
forfeitur,0.31121096862774866
forget,0.6637832051353991
forgotten,0.21208654019588413
form,0.3583949226738315
former,0.9898086247432105
formula,0.6612634245117441
forward,0.623531269419948
fossil,0.2881555537571003
foster,0.386931458878414
fought,0.3204956145285132
found,1.643973500429042
four,0.45446828852730325
fourth,0.7305917204655964
fox,1.3411973002209439
frack,0.3587017855799317
frantic,0.6669753874802309
freak,0.47120029172679967
free,1.2675345412404813
freeway,0.34688526272870346
french,1.1964603768450945
fri,0.3920183631582826
friday,0.35368727681288964
friend,1.5865369487232912
friendship,0.33652101729614137
from,3.479674286272128
front,1.4338555636567671
frozen,0.39942133892933224
frustrat,0.7155172417256078
ftw,1.034381614107308
fuck,1.6646494371848397
full,0.6097741972849557
fullest,0.44012448363853557
fun,0.24157801543940796
function,0.2870602584269792
funderdom,0.38599646290184314
funer,0.4298617031224221
furi,0.391277499118403
gallon,0.2936194227263961
game,2.3184346095976265
gang,0.7094237743048297
ganymed,0.3387971908654665
gap,0.352546861617222
garag,0.31224848425094254
garden,0.3701800614193654
garland,0.2949144380374746
gate,0.2301377928490736
gaug,0.2850199632819978
gaunt,0.2926412014114207
gave,0.5309300942486088
gay,1.6587303978944001
gear,0.5432974681041477
geddi,0.33632722646302515
gener,0.6038213360968294
geod,0.32365298565888306
georgia,0.36709395891624264
gerald,0.2916183019144818
german,1.1462068870465454
germani,0.3802565997733543
get,5.230349293948591
gger,0.43835586555015676
ghettotech,0.2604810434900952
ghostli,0.298377988201481
giant,0.3085950681496834
gift,0.32365298565888306
gillett,0.2301377928490736
girl,1.3156222127985557
girlfiend,0.3840364143827103
girlfriend,0.6711660378674585
giuliani,0.3846754780353433
give,2.5986751837909137
given,0.3672989239764119
glass,0.30852454761825965
globe,0.29497568679603675
go,2.240442778903002
goal,0.29498395856191195
goat,0.7957033068576633
god,1.5258569538634263
goddamn,0.5727181085178245
godfather,0.2604810434900952
goe,0.3165638550781686
gofundm,0.684778095975112
gold,0.5599818651321798
golden,0.3654448637757322
goldfish,0.3531772743416098
golf,0.6334760496261067
gon,0.24386946796740264
good,1.322007130148021
goodel,0.2301377928490736
goodwil,0.3923400028970203
goofi,0.2947421096900694
googl,1.0182242100482153
gorilla,0.41687912928797555
got,1.3963068575366926
gov,0.3050399417270753
govern,1.4852419555872198
governor,0.34769252777551174
grad,0.6140017138920064
grader,0.7353736366603789
graduat,0.7374998238294468
grail,0.38099617808685593
grand,0.2730219613613261
grandchildren,0.3296558302099052
grandfath,0.30528844585684767
grant,0.36068206312638046
grass,0.19169575168341324
grave,0.6970645836521566
grayson,0.3443044693556034
great,1.1128667702704842
green,1.0160721811596103
grey,0.36854715734924515
grill,0.34087012615967366
groceri,0.2856417188541681
ground,0.3712044561406281
group,0.7131868198815934
grout,0.352546861617222
grow,0.4027363112338014
growth,0.29460743328849953
grunt,0.40466043200389573
guard,0.681117866369823
guest,0.30304199923010355
guidelin,0.41172841416892797
guitar,0.3454865417453577
gun,3.509162772546263
gunk,0.40060585408143157
gunn,0.28708825343646893
guy,1.3152929548686267
gym,0.6682230401832219
ha,3.1184180756421758
hacker,0.6689917949005311
